# Dipper literature coordinate list
# Literature search cutoff: 2026-07-16
# Coordinates are decimal degrees, ICRS/J2000-style as published; epochs are mixed and no proper-motion propagation was applied.
# One line per spatially deduplicated source/system (2.0 arcsec cross-paper radius, protected against merging two rows from the same paper).
# master_id | canonical_name | ra_deg | dec_deg | evidence_tier | explicit_dipper | core_yso | recommended_crossmatch | papers
DIP-01875 | Gaia DR3 3209618069483291008 | 83.4789484800 | -4.6389122100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01876 | Gaia DR3 3209537976933242240 | 83.4855974800 | -5.1132211400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01877 | Gaia DR3 3016556815625060096 | 83.4865519600 | -6.8302411700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01878 | TIC 435933026 | 83.4879000000 | 11.5564000000 | author_vetted_or_explicit | yes | yes | yes | capistrant2022 (2022)
DIP-01879 | Gaia DR3 3222687822466050304 | 83.4995278100 | 1.1246117800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01880 | NGTS 21050 | 83.5091303000 | -5.6054803300 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-01881 | Gaia DR3 3017209891173634304 | 83.5104033400 | -6.0752532300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01882 | Gaia DR3 3209641777702741376 | 83.5131899100 | -4.5924235000 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01883 | Gaia DR3 3215937821800134528 | 83.5155625800 | -3.5261461500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01884 | TIC 436013289 | 83.5164000000 | 9.8701000000 | author_vetted_or_explicit | yes | yes | yes | capistrant2022 (2022)
DIP-01885 | ZTF17aaanxla | 83.5172650000 | 12.4063970000 | automated_catalog | yes | yes | yes | zhang2024 (2024)
DIP-01886 | Gaia DR3 3338203201275175680 | 83.5193624500 | 10.2237544300 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01887 | Gaia DR3 3017148009284871296 | 83.5206066800 | -6.3963798300 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023); mas2026 (2026)
DIP-01888 | Gaia DR3 3217664639171293440 | 83.5237214600 | -0.9509946200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01889 | Gaia DR3 3209425276989699456 | 83.5248209400 | -5.3787754200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01890 | Gaia DR3 3216919513885035776 | 83.5258425700 | -2.3953513700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01891 | TIC 427334205 / Gaia DR2 3209524233037903360 | 83.5304917072 | -5.2292732014 | author_vetted_or_explicit | yes | yes | yes | tajiri2020 (2020); capistrant2022 (2022); moulton2023 (2023)
DIP-01892 | Gaia DR3 3016553517090176128 | 83.5347726000 | -6.8657176100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01893 | Gaia DR3 3339781588873170944 | 83.5350323800 | 10.7680285600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01894 | Gaia DR3 3209424967752054784 | 83.5375734300 | -5.4015566000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01895 | Gaia DR3 3209648718369726720 | 83.5434876800 | -4.4330050600 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01896 | Gaia DR3 3017148455961463936 | 83.5463056500 | -6.3738083600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01897 | NGTS 24828 | 83.5483765700 | -5.9228194600 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-01898 | TIC 436013947 | 83.5498000000 | 11.5546000000 | author_vetted_or_explicit | yes | yes | yes | capistrant2022 (2022)
DIP-01899 | Gaia DR3 3222686757314135808 | 83.5516071300 | 1.1064959700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01900 | NGTS 20507 | 83.5549608700 | -5.5646947100 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-01901 | NGTS 24896 | 83.5561151700 | -5.9283139200 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-01902 | Gaia DR3 3017260812305691264 | 83.5563089700 | -5.5940779100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01903 | TIC 427352999 / 2MASS J05341416-0536542 | 83.5590000000 | -5.6150555556 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023); cody2025 (2025)
DIP-01904 | Gaia DR3 3217560529164354688 | 83.5596895100 | -1.5434326600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01905 | Gaia DR3 3017217037999027456 | 83.5613348600 | -5.8854254700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01906 | Gaia DR3 3209524061239209856 | 83.5620140200 | -5.2384102000 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01907 | Gaia DR3 3209648958887892352 | 83.5624361900 | -4.3907268700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01908 | Gaia DR3 3216947963748155904 | 83.5643023300 | -2.2454970600 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01909 | Gaia DR3 3217560632243564928 | 83.5647569700 | -1.5212639500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01910 | NGTS 20216 | 83.5653837400 | -5.5400565100 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-01911 | Gaia DR3 3216861652085663488 | 83.5668645200 | -2.6231708900 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01912 | Gaia DR3 3209600266844728960 | 83.5710724900 | -4.8010109600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01913 | Gaia DR3 3217623785442402176 | 83.5714330100 | -1.1596902800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01914 | Gaia DR3 3209656518030329984 | 83.5741348500 | -4.3028812900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01915 | Gaia DR3 3216919410805808256 | 83.5751213000 | -2.3814075200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01916 | Gaia DR3 3220684825813054464 | 83.5771262200 | -0.5567755500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01917 | NGTS 14246 | 83.5774458500 | -5.0799664300 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-01918 | Gaia DR3 3017268371448124544 | 83.5814591800 | -5.5055087500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01919 | Gaia DR3 3339731904691510784 | 83.5840500500 | 10.6500171800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01920 | Gaia DR3 3209550105920840704 | 83.5893901800 | -4.9299311100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01921 | Gaia DR3 3216842822949072512 | 83.5910261700 | -2.8268030900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01922 | NGTS 9426 | 83.5957302700 | -4.6941529500 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-01923 | Gaia DR3 3209538251811213568 | 83.5992998100 | -5.1377389100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01924 | Gaia DR3 3209550896194807424 | 83.6052789500 | -4.9110228000 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01925 | Gaia DR3 3016552761176027136 | 83.6061845400 | -6.8963809600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01926 | Gaia DR3 3017150994284124800 | 83.6063364900 | -6.2752531900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01927 | NGTS 12542 | 83.6068361600 | -4.9486001200 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-01928 | Gaia DR3 3220684688374094592 | 83.6095861600 | -0.5623205400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01929 | Gaia DR3 3223728686315913728 | 83.6106514800 | 2.8000960100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01930 | Gaia DR3 3017135502340100224 | 83.6117955700 | -6.4405078200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01931 | Gaia DR3 3217677833310781952 | 83.6151461300 | -0.7348377700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01932 | Gaia DR3 3017270398672679552 | 83.6163739100 | -5.4429516900 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023); mas2026 (2026)
DIP-01933 | Gaia DR3 3209846252503001216 | 83.6174926100 | -4.2190381300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01934 | Gaia DR3 3016460986314908160 | 83.6200992100 | -7.2543563200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01935 | Gaia DR3 3222638756759558400 | 83.6225135500 | 1.0494032200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01936 | ONCvar 130 | 83.6228960000 | -5.2319860000 | author_vetted_or_explicit | yes | yes | yes | rice2015 (2015)
DIP-01937 | Gaia DR3 3017242051888552832 | 83.6233595100 | -5.7901920700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01938 | NGTS 11435 | 83.6240550700 | -4.8632564800 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-01939 | NGTS 19373 | 83.6321283500 | -5.4739872400 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-01940 | ISOY_053432.02-052742.7 | 83.6334166700 | -5.4618611100 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-01941 | Gaia DR3 3217653747134222080 | 83.6343694300 | -0.9933846800 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01942 | Gaia DR3 3017243941674305920 | 83.6375721300 | -5.7443676900 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01943 | Gaia DR3 3340694351025222144 | 83.6392848300 | 11.6827211700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01944 | NGTS 20742 | 83.6415198600 | -5.5808122500 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-01945 | Gaia DR3 3217165186014345728 | 83.6426135100 | -1.7969316500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01946 | ZTF17aaaccuz | 83.6426500000 | -2.9712660000 | automated_catalog | yes | yes | yes | zhang2024 (2024)
DIP-01947 | Gaia DR3 3337891390945938816 | 83.6437061400 | 9.2733084200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01948 | Gaia DR3 3017256414259179648 | 83.6490045600 | -5.6693113600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01949 | Gaia DR3 3209552648541450624 | 83.6499274900 | -4.8716692100 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011); mas2026 (2026)
DIP-01950 | Gaia DR3 3017163539886560768 | 83.6506107700 | -6.0929769400 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023); mas2026 (2026)
DIP-01951 | Gaia DR3 3017150861143125120 | 83.6512941400 | -6.2734331600 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01952 | Gaia DR3 3334062784081798016 | 83.6559932700 | 7.5391570500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01953 | NGTS 20756 | 83.6562047700 | -5.5810231300 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-01954 | Gaia DR3 3017244388350754944 | 83.6565435200 | -5.7196533600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01955 | Gaia DR3 3217672473191613312 | 83.6573192100 | -0.8776682200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01956 | Gaia DR3 3017256345539703680 | 83.6581737400 | -5.6857629700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01957 | Gaia DR3 3209538904646153344 | 83.6590336300 | -5.0881066900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01958 | Gaia DR3 3217566847059209216 | 83.6619615000 | -1.4833279000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01959 | Gaia DR3 3215957230755751424 | 83.6622706400 | -3.5612322600 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01960 | Gaia DR3 3217540463077174272 | 83.6623898800 | -1.7823484200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01961 | ONCvar 165 | 83.6633240000 | -5.0813810000 | author_vetted_or_explicit | yes | yes | yes | rice2015 (2015)
DIP-01962 | Gaia DR3 3209553056559843968 | 83.6665481000 | -4.8465507000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01963 | ISOY_053440.64-050658.7 | 83.6693333300 | -5.1163055600 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-01964 | Gaia DR3 3209626040942550272 | 83.6726327900 | -4.6538434900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01965 | NGTS 11820 | 83.6743457500 | -4.8951923100 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-01966 | Gaia DR3 3209545020679571968 | 83.6751608900 | -5.0402507700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01967 | ONCvar 185 | 83.6758110000 | -5.5510030000 | author_vetted_or_explicit | yes | yes | yes | rice2015 (2015)
DIP-01968 | Gaia DR3 3017236279452664192 | 83.6759789700 | -5.9196585500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01969 | Gaia DR3 3220779516955794432 | 83.6784730300 | -0.4617910700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01970 | Gaia DR3 3017157561292097408 | 83.6796891400 | -6.2107771300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01971 | ZTF17aaasgdw | 83.6797710000 | -5.7444520000 | automated_catalog | yes | yes | yes | zhang2024 (2024)
DIP-01972 | Gaia DR3 3337897610058565376 | 83.6816245900 | 9.3248653300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01973 | Gaia DR3 3209551544732354304 | 83.6865822700 | -4.9013951500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01974 | Gaia DR3 3217679031606489728 | 83.6871427700 | -0.7305804900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01975 | Gaia DR3 3209548456653372672 | 83.6876632700 | -4.9276183300 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01976 | Gaia DR3 3209526913097461504 | 83.6877901900 | -5.1056287900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01977 | NGTS 15559 | 83.6883476400 | -5.1799002100 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-01978 | Gaia DR3 3017250401305099136 | 83.6911554400 | -5.6860523600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01979 | ISOY_053446.79-052129.2 | 83.6949583300 | -5.3581111100 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-01980 | NGTS 25353 | 83.6981353000 | -5.9658287300 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-01981 | Gaia DR3 3017138663436006400 | 83.6986013400 | -6.3278124200 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023); mas2026 (2026)
DIP-01982 | NGTS 14294 | 83.6995423200 | -5.0819749300 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-01983 | Gaia DR3 3017137701363335936 | 83.6997323900 | -6.3615966900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01984 | Gaia DR3 3016565951019804416 | 83.6999313000 | -6.6620183600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01985 | Gaia DR3 3017250195146534016 | 83.7019490000 | -5.6995221600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01986 | Gaia DR3 3209548181775468032 | 83.7038216400 | -4.9539889500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01987 | ONCvar 234 | 83.7039930000 | -5.4713630000 | author_vetted_or_explicit | yes | yes | yes | rice2015 (2015)
DIP-01988 | Gaia DR3 3236675573171406464 | 83.7053501300 | 5.2323305900 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01989 | Gaia DR3 3337871561079346944 | 83.7074022200 | 9.0379339200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01990 | ZTF18acrwlnx | 83.7081740000 | -6.4700170000 | automated_catalog | yes | yes | yes | zhang2024 (2024)
DIP-01991 | Gaia DR3 3216950746887119488 | 83.7110554700 | -2.1305536100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01992 | NGTS 12908 | 83.7113175600 | -4.9767597100 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011); moulton2023 (2023)
DIP-01993 | NGTS 21727 | 83.7121918300 | -5.6584002100 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011); moulton2023 (2023)
DIP-01994 | Gaia DR3 3216972423585584896 | 83.7132251000 | -1.9258540700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01995 | Gaia DR3 3209545772295088640 | 83.7142114700 | -5.0031733100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01996 | Gaia DR3 3209522137093918336 | 83.7143194600 | -5.2248506700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-01997 | Gaia DR3 3017144676390215936 | 83.7162488600 | -6.2939101600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01998 | Gaia DR3 3017364475647795072 | 83.7167477500 | -5.4052128900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-01999 | Gaia DR3 3209625044510130304 | 83.7175452400 | -4.6699380100 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023); mas2026 (2026)
DIP-02000 | Gaia DR3 3016942366248900608 | 83.7179978100 | -6.5857395000 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02001 | Gaia DR3 3016942366248900736 | 83.7195241200 | -6.5932420200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02002 | ISOY_053453.74-051715.0 | 83.7239166700 | -5.2875000000 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02003 | Gaia DR3 3209548216135201408 | 83.7244710000 | -4.9395158600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02004 | Gaia DR3 3017157664371302144 | 83.7248711700 | -6.1810948800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02005 | ZTF18abqbzvq | 83.7262500000 | 36.6948890000 | automated_catalog | yes | yes | yes | zhang2024 (2024)
DIP-02006 | TIC 427376833 | 83.7268000000 | -1.7465000000 | author_vetted_or_explicit | yes | yes | yes | capistrant2022 (2022)
DIP-02007 | Gaia DR3 3217567847788573952 | 83.7271044400 | -1.3958727000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02008 | NGTS 24572 | 83.7287940000 | -5.7788690000 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023); zhang2024 (2024)
DIP-02009 | ISOY_053455.10-044941.5 | 83.7295833300 | -4.8281944400 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02010 | Gaia DR3 3017262976969197952 | 83.7314890600 | -5.6017326900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02011 | Gaia DR3 3017236416891613440 | 83.7316519400 | -5.9248449800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02012 | NGTS 22140 | 83.7325184700 | -5.6906587700 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02013 | ONCvar 295 | 83.7354740000 | -5.4641630000 | author_vetted_or_explicit | yes | yes | yes | rice2015 (2015)
DIP-02014 | Gaia DR3 3209522652489991424 | 83.7359571200 | -5.1868078700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02015 | Gaia DR3 3217673194746097920 | 83.7381213900 | -0.8026117900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02016 | ONCvar 310 | 83.7417380000 | -5.6329740000 | author_vetted_or_explicit | yes | yes | yes | rice2015 (2015)
DIP-02017 | ONCvar 311 | 83.7417960000 | -5.2938170000 | author_vetted_or_explicit | yes | yes | yes | rice2015 (2015)
DIP-02018 | Gaia DR3 3209627518411278592 | 83.7422239000 | -4.6218779700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02019 | ZTF18acrunrl | 83.7427260000 | -5.6971840000 | automated_catalog | yes | yes | yes | zhang2024 (2024)
DIP-02020 | Gaia DR3 3016562450622220288 | 83.7460143500 | -6.7048926600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02021 | ONCvar 334 | 83.7484290000 | -5.4277730000 | author_vetted_or_explicit | yes | yes | yes | rice2015 (2015)
DIP-02022 | Gaia DR3 3224531084989964800 | 83.7496660900 | 4.2322827400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02023 | ONCvar 337 | 83.7509060000 | -5.4025630000 | author_vetted_or_explicit | yes | yes | yes | rice2015 (2015)
DIP-02024 | Gaia DR3 3017365540799196672 | 83.7510225200 | -5.3141596400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02025 | Gaia DR3 3017239749786219904 | 83.7522613900 | -5.8164612100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02026 | Gaia DR3 3209522789928942976 | 83.7535782800 | -5.1608349500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02027 | NGTS 22081 | 83.7556659800 | -5.6865158300 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02028 | Gaia DR3 3215909303217454848 | 83.7560540100 | -3.5939746100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02029 | Gaia DR3 3017143989195442816 | 83.7566376900 | -6.2837670300 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02030 | ISOY_053502.18-051845.3 | 83.7590833300 | -5.3125833300 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02031 | ONCvar 371 | 83.7615030000 | -5.5341240000 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011); rice2015 (2015)
DIP-02032 | ISOY_053503.16-051830.0 | 83.7631666700 | -5.3083333300 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02033 | ISOY_053503.23-051753.3 | 83.7634583300 | -5.2981388900 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02034 | Gaia DR3 3209653460013669376 | 83.7645750900 | -4.3299939300 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02035 | Gaia DR3 3220792676735794688 | 83.7648778800 | -0.2532553900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02036 | Gaia DR3 3017144367152562816 | 83.7658957800 | -6.2799120700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02037 | Gaia DR3 3017266481662489984 | 83.7663412100 | -5.4842742800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02038 | ISOY_053503.96-051859.8 | 83.7665000000 | -5.3166111100 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02039 | Gaia DR3 3339508527735961600 | 83.7666838900 | 10.1241263600 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02040 | Gaia DR3 3016938208720621184 | 83.7679783300 | -6.6511661800 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02041 | Gaia DR3 3017189550208475904 | 83.7688335400 | -5.9238068900 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02042 | Gaia DR3 3217570905805263872 | 83.7690917700 | -1.3004940700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02043 | ISOY_053504.68-044621.9 | 83.7695000000 | -4.7727500000 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02044 | ISOY_053504.86-054426.7 | 83.7702500000 | -5.7407500000 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02045 | ISOY_053504.87-052057.5 | 83.7702916700 | -5.3493055600 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02046 | ISOY_053504.90-053949.7 | 83.7704166700 | -5.6638055600 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02047 | Gaia DR3 3017252664749740160 | 83.7711391600 | -5.6121826600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02048 | ONCvar 423 | 83.7727180000 | -5.3751460000 | author_vetted_or_explicit | yes | yes | yes | rice2015 (2015)
DIP-02049 | NGTS 10845 | 83.7743602100 | -4.8119382800 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02050 | Gaia DR3 3217649104274065920 | 83.7751010100 | -1.0490758500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02051 | Gaia DR3 3017246071978064512 | 83.7756473000 | -5.7586746900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02052 | ONCvar 441 | 83.7761590000 | -5.8172290000 | author_vetted_or_explicit | yes | yes | yes | rice2015 (2015)
DIP-02053 | Gaia DR3 3017187900941170304 | 83.7774321100 | -5.9976283700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02054 | Gaia DR3 3017143714317535744 | 83.7798345800 | -6.3045620200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02055 | NGTS 15669 | 83.7813611500 | -5.1872802300 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011); moulton2023 (2023)
DIP-02056 | Gaia DR3 3017266309863795840 | 83.7827070500 | -5.4881923000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02057 | Gaia DR3 3217773795763247744 | 83.7829732000 | -0.6286991400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02058 | NGTS 21016 | 83.7833692300 | -5.5454984600 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
DIP-02059 | Gaia DR3 3017252600328984448 | 83.7834422500 | -5.6129658800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-02060 | Gaia DR3 3017238959512228096 | 83.7836314400 | -5.8149869100 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011); mas2026 (2026)
DIP-02061 | Gaia DR3 3224526034108426240 | 83.7837419200 | 4.1203416000 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02062 | Gaia DR3 3017191027677223808 | 83.7849254200 | -5.9115915400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-02063 | ISOY_053508.53-052518.0 | 83.7855416700 | -5.4216666700 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02064 | ISOY_053508.60-052619.4 | 83.7858333300 | -5.4387222200 | author_vetted_or_explicit | yes | yes | yes | moralescalderon2011 (2011)
DIP-02065 | CHS 7797 | 83.7862500000 | -5.5242500000 | broad_analogue_or_inventory | no | no | yes | fores2025 (2025)
DIP-02066 | ONCvar 481 | 83.7864180000 | -5.0779670000 | author_vetted_or_explicit | yes | yes | yes | rice2015 (2015)
DIP-02067 | NGTS 20137 | 83.7870438700 | -5.5301553000 | author_vetted_or_explicit | yes | yes | yes | moulton2023 (2023)
