event,field,program,star_id,classification,ef_classification,al_classification,ra,dec,ra_deg,dec_deg,t_0,t_eff,t_e,u_0,isource,ibase,icat,ctype,a_i,ogle_moa,related_event,extra_type
KMT-2020-BLG-0777,SSO41K0308,,035742,probable,,,17:52:32.98,-30:17:44.74,268.1374166667,-30.2957611111,9097.30661,,34.02,0.582,19.52,19.45,19.45,2.0,1.86,,,
KMT-2020-BLG-0778,SSO41N0407,,052725,probable,,,17:57:01.28,-31:30:45.90,269.2553333333,-31.51275,9092.14628,,9.46,0.204,19.99,19.81,19.81,1.0,1.58,,,
KMT-2020-BLG-0779,SSO42N0405,,038114,clear,,,17:56:41.54,-29:35:28.72,269.1730833333,-29.5913111111,9101.97742,,40.3,0.241,19.26,19.04,19.04,1.0,1.59,,MB20253,
KMT-2020-BLG-0780,SSO01T0507,,028624,probable,,,17:51:27.52,-31:23:58.81,267.8646666667,-31.3996694444,9099.38978,,25.12,0.056,20.01,20.0,20.39,1.0,2.89,,MB20247,
KMT-2020-BLG-0781,SSO02T0404,,029686,probable,,,17:52:04.38,-29:35:13.60,268.01825,-29.5871111111,9098.442,,5.63,0.387,19.02,18.9,18.9,1.0,2.49,,,
KMT-2020-BLG-0782,SSO16M0707,,029523,probable,,,17:37:52.28,-23:44:05.53,264.4678333333,-23.7348694444,9101.15504,,51.82,0.204,19.87,20.0,20.2,2.0,1.83,,,
KMT-2020-BLG-0783,SSO19N0605,,053426,probable,,,17:47:29.37,-25:09:00.22,266.872375,-25.1500611111,9090.86925,,7.12,0.418,20.07,20.0,22.15,2.0,4.05,,,
KMT-2020-BLG-0784,SSO02K0403,,026068,probable,,,17:52:31.71,-28:36:34.45,268.132125,-28.6095694444,9104.5036,,56.23,0.274,20.04,20.0,20.33,3.0,3.15,,,
KMT-2020-BLG-0785,SSO02N0407,,068826,probable,,,17:57:09.32,-29:12:58.72,269.2888333333,-29.2163111111,9110.57854,,28.08,0.532,19.74,19.81,19.81,1.0,2.06,,,
KMT-2020-BLG-0786,SSO02T0604,,004051,probable,,,17:51:02.45,-29:38:29.51,267.7602083333,-29.6415305556,9086.85581,,1.61,0.104,19.61,16.79,16.79,1.0,2.98,,,
KMT-2020-BLG-0787,SSO04T0607,,000434,clear,,,18:00:30.45,-30:14:26.41,270.126875,-30.2406694444,9118.03203,,70.61,0.059,17.6,14.22,14.22,1.0,1.02,,MB20255,
KMT-2020-BLG-0788,SSO15N0402,,102734,probable,,,17:39:21.30,-27:36:36.65,264.83875,-27.6101805556,9094.82332,,117.89,0.033,22.2,20.0,22.12,2.0,2.88,,,
KMT-2020-BLG-0789,SSO15N0505,,004520,clear,,,17:39:14.04,-27:18:49.07,264.8085,-27.3136305556,9106.05501,,11.96,0.352,17.72,17.65,17.65,2.0,2.5,,,
KMT-2020-BLG-0790,SSO18K0408,,006548,probable,,,17:43:44.65,-25:45:07.99,265.9360416667,-25.7522194444,9106.87212,,92.83,0.153,20.44,18.57,18.57,2.0,2.6,,,
KMT-2020-BLG-0791,SSO19K0101,,023768,probable,,,17:45:23.17,-24:29:20.69,266.3465416667,-24.4890805556,9102.55138,,8.59,0.058,21.05,20.0,20.03,1.0,2.6,,,
KMT-2020-BLG-0792,SSO21K0506,,004450,probable,,,17:51:34.29,-34:37:33.49,267.892875,-34.6259694444,9111.40463,,50.26,0.3,19.09,17.03,17.03,1.0,0.93,,,
KMT-2020-BLG-0793,SSO37K0305,,028200,probable,,,17:42:53.03,-34:43:58.15,265.7209583333,-34.7328194444,9083.88427,,77.71,0.329,19.82,20.0,20.0,2.0,1.81,,,
KMT-2020-BLG-0794,SSO42M0507,,064157,probable,,,17:56:03.30,-28:17:03.88,269.01375,-28.2844111111,9096.20084,,17.53,0.014,23.07,20.0,20.42,2.0,2.44,,,
KMT-2020-BLG-0795,SSO43K0501,,053168,probable,,,17:59:02.85,-27:59:57.91,269.761875,-27.9994194444,9117.34775,,35.89,0.069,19.96,19.95,19.95,1.0,2.08,,MB20266,
KMT-2020-BLG-0796,SSO43M0306,,005764,probable,,,18:04:56.11,-27:20:02.69,271.2337916667,-27.3340805556,9097.48127,,6.16,0.786,17.7,16.78,16.78,1.0,0.99,,,
KMT-2020-BLG-0797,SSO02N0708,,004281,probable,,,17:55:32.61,-29:05:42.58,268.885875,-29.0951611111,9136.61371,,38.03,0.033,16.56,16.57,16.57,2.0,1.8,,MB20250,
KMT-2020-BLG-0798,SSO02T0302,,054138,probable,,,17:52:54.55,-29:54:21.31,268.2272916667,-29.9059194444,9103.36842,,8.92,0.053,19.57,19.41,19.41,1.0,1.76,,MB20256,
KMT-2020-BLG-0799,SSO03N0103,,031717,probable,,,18:06:41.85,-28:38:08.02,271.674375,-28.6355611111,9104.11577,,195.85,0.012,22.87,18.97,18.97,1.0,0.92,,,
KMT-2020-BLG-0800,SSO03N0805,,049522,probable,,,18:02:26.82,-28:24:38.48,270.61175,-28.4106888889,9105.65443,,9.32,0.036,19.25,19.01,19.01,1.0,1.07,,,
KMT-2020-BLG-0801,SSO04K0305,,023026,probable,,,18:02:21.77,-29:26:08.48,270.5907083333,-29.4356888889,9106.06119,,154.42,0.009,22.44,18.78,18.78,1.0,1.19,,MB20261,
KMT-2020-BLG-0802,SSO11N0804,,021468,probable,,,17:28:08.72,-30:34:07.36,262.0363333333,-30.5687111111,9102.32998,,50.11,0.387,19.83,20.0,20.78,2.0,3.04,,,
KMT-2020-BLG-0803,SSO12N0106,,000494,clear,,,17:31:45.07,-28:12:40.61,262.9377916667,-28.2112805556,9087.09853,,49.84,0.063,17.47,15.93,15.93,4.0,2.37,,,
KMT-2020-BLG-0804,SSO14K0208,,077950,probable,,,17:35:51.49,-27:56:55.97,263.9645416667,-27.9488805556,9105.59774,,24.35,0.07,22.19,20.0,22.36,2.0,3.56,,,
KMT-2020-BLG-0805,SSO14K0702,,054553,probable,,,17:32:40.29,-28:38:40.96,263.167875,-28.6447111111,9104.92247,,134.61,0.013,23.09,20.0,22.07,2.0,3.58,,,
KMT-2020-BLG-0806,SSO14M0502,,013735,probable,,,17:39:02.21,-28:36:16.85,264.7592083333,-28.6046805556,9107.68147,,14.36,0.098,20.01,20.0,20.04,2.0,4.14,,,
KMT-2020-BLG-0807,SSO14T0408,,006060,probable,,,17:34:56.00,-29:00:51.23,263.7333333333,-29.0142305556,9107.98201,,31.38,0.605,19.24,18.53,18.53,2.0,3.09,,,
KMT-2020-BLG-0808,SSO15M0103,,017287,probable,,,17:40:56.97,-26:28:12.94,265.237375,-26.4702611111,9123.67577,,112.2,0.066,20.23,20.0,20.34,2.0,2.97,,,
KMT-2020-BLG-0809,SSO15M0302,,010923,probable,,,17:40:00.28,-26:28:54.55,265.0011666667,-26.4818194444,9102.52621,,52.62,0.471,19.71,19.34,19.34,2.0,2.77,,,
KMT-2020-BLG-0810,SSO16N0706,,010475,probable,,,17:38:08.31,-25:00:32.98,264.534625,-25.0091611111,9106.26019,,34.63,0.094,20.23,19.99,19.99,2.0,2.68,,,
KMT-2020-BLG-0811,SSO17M0307,,014620,probable,,,17:48:00.79,-32:23:08.81,267.0032916667,-32.3857805556,9106.14316,,25.47,0.042,20.67,20.0,21.55,2.0,4.59,,,
KMT-2020-BLG-0812,SSO18K0601,,060188,probable,,,17:42:32.62,-26:36:05.00,265.6359166667,-26.6013888889,9108.17015,,17.39,0.409,20.16,20.0,21.58,2.0,3.19,,,
KMT-2020-BLG-0813,SSO19N0802,,024276,probable,,,17:46:22.76,-25:35:51.76,266.5948333333,-25.5977111111,9105.15872,,3.31,0.097,20.12,20.0,20.37,2.0,2.62,,,
KMT-2020-BLG-0814,SSO19T0305,,006948,probable,,,17:44:29.56,-25:06:54.54,266.1231666667,-25.11515,8947.88443,,45.49,1.0,21.87,18.72,18.72,2.0,2.41,,,
KMT-2020-BLG-0815,SSO20K0602,,003111,probable,,,17:43:06.95,-22:19:20.89,265.7789583333,-22.3224694444,9094.86985,,12.14,0.695,18.85,17.34,17.34,1.0,1.63,,,
KMT-2020-BLG-0816,SSO20T0506,,007736,probable,,,17:43:13.58,-22:51:45.79,265.8065833333,-22.8627194444,9107.91651,,24.4,0.501,19.17,19.11,19.11,2.0,1.82,,,
KMT-2020-BLG-0817,SSO22M0202,,015786,probable,,,17:58:21.60,-32:56:35.48,269.59,-32.9431888889,9101.45204,,10.0,0.292,19.58,19.0,19.0,1.0,1.41,,,
KMT-2020-BLG-0818,SSO32K0707,,018964,probable,,,18:07:21.36,-27:07:29.60,271.839,-27.1248888889,9106.97542,,37.07,0.111,19.95,18.45,18.45,1.0,1.07,,MB20262,
KMT-2020-BLG-0819,SSO35K0105,,070796,clear,,,18:03:46.00,-25:09:13.43,270.9416666667,-25.1537305556,9101.14874,,34.07,0.077,20.02,20.0,25.0,3.0,3.18,,,
KMT-2020-BLG-0820,SSO41N0506,,029548,probable,,,17:56:21.86,-31:38:20.29,269.0910833333,-31.6389694444,9114.8834,,88.45,0.024,20.56,19.25,19.25,1.0,1.73,,MB20268,
KMT-2020-BLG-0821,SSO03N0601,,001242,probable,,,18:03:31.89,-28:53:32.50,270.882875,-28.8923611111,9153.03204,,33.12,0.08,16.12,14.94,14.94,1.0,0.7,,MB20270,
KMT-2020-BLG-0822,SSO04K0707,,012405,clear,,,18:00:02.98,-29:10:59.48,270.0124166667,-29.1831888889,9118.67826,,15.25,0.078,17.95,17.7,17.7,1.0,1.08,,,
KMT-2020-BLG-0823,SSO14T0301,,010605,probable,,,17:35:18.27,-29:53:53.92,263.826125,-29.8983111111,9132.63456,,47.54,0.526,19.15,19.15,19.15,2.0,3.14,,,
KMT-2020-BLG-0824,SSO35T0404,,052300,probable,,,18:02:12.60,-26:30:23.58,270.5525,-26.50655,9156.16319,,10.72,0.002,19.19,20.0,21.14,2.0,2.5,,,
KMT-2020-BLG-0825,SSO41M0701,,041119,probable,,,17:55:24.66,-31:07:22.30,268.85275,-31.1228611111,9027.14559,,10.54,0.112,19.42,19.32,19.32,1.0,1.54,,,
KMT-2020-BLG-0826,SSO22M0103,,027970,probable,,,17:58:54.53,-32:55:50.92,269.7272083333,-32.9308111111,9111.35713,,74.32,0.372,19.26,19.41,19.41,1.0,1.36,,,
KMT-2020-BLG-0827,SSO22N0304,,003267,probable,,,17:57:46.28,-33:54:05.51,269.4428333333,-33.9015305556,9141.90928,,62.64,0.894,17.24,16.8,16.8,1.0,0.67,,,
KMT-2020-BLG-0828,SSO43T0601,,088259,probable,,,17:58:32.66,-29:05:03.91,269.6360833333,-29.0844194444,9132.07225,,199.84,0.059,20.94,19.97,19.97,1.0,1.27,,MB20276,
KMT-2020-BLG-0829,SSO01K0401,,003867,probable,,,17:52:22.54,-30:59:47.40,268.0939166667,-30.9965,9116.68014,,23.41,0.052,17.78,16.65,16.65,1.0,2.34,,MB20267,
KMT-2020-BLG-0830,SSO21T0407,,002424,probable,,,17:52:21.06,-35:35:12.19,268.08775,-35.5867194444,9147.9033,,59.32,0.418,18.12,16.38,16.38,1.0,0.83,,,
KMT-2020-BLG-0831,SAO01K0408,,012483,probable,,,17:52:02.99,-30:10:42.60,268.0124583333,-30.1785,9125.31652,,30.35,0.029,19.85,17.78,17.78,1.0,1.92,,,
KMT-2020-BLG-0832,SAO02K0604,,003568,probable,,,17:51:01.84,-28:29:05.21,267.7576666667,-28.4847805556,9124.83398,,13.23,0.185,17.72,17.68,17.68,2.0,4.2,,,
KMT-2020-BLG-0833,SSO02N0203,,004309,clear,,,17:58:09.22,-29:45:53.39,269.5384166667,-29.7648305556,9102.3982,,55.11,0.283,16.07,16.05,16.05,1.0,1.19,,,
KMT-2020-BLG-0834,SAO02T0404,,030966,probable,,,17:52:15.51,-29:37:55.42,268.064625,-29.6320611111,9127.57872,,42.52,0.127,18.96,18.95,18.95,1.0,2.38,,,
KMT-2020-BLG-0835,SAO03N0606,,011371,probable,,,18:03:24.79,-28:19:10.42,270.8532916667,-28.3195611111,9125.36322,,4.84,0.641,17.73,17.61,17.61,1.0,0.89,,,
KMT-2020-BLG-0836,SAO04M0606,,014851,probable,,,18:05:15.53,-29:20:16.69,271.3147083333,-29.3379694444,9140.66187,,83.53,0.057,16.81,18.2,18.2,1.0,0.95,,,
KMT-2020-BLG-0837,SAO15M0502,,008144,probable,,,17:38:50.04,-26:35:47.44,264.7085,-26.5965111111,9120.81193,,14.09,0.061,19.11,19.34,19.34,2.0,2.9,,,
KMT-2020-BLG-0838,SSO18K0207,,003393,probable,,,17:44:46.25,-25:49:53.58,266.1927083333,-25.83155,9146.07675,,48.0,0.235,18.6,17.96,17.96,2.0,3.44,,,
KMT-2020-BLG-0839,SAO19K0104,,010111,probable,,,17:45:35.92,-24:09:13.21,266.3996666667,-24.1536694444,9129.68425,,34.21,0.037,19.39,18.44,18.44,1.0,2.12,,,
KMT-2020-BLG-0840,SSO19K0403,,043367,probable,,,17:43:46.32,-24:16:44.90,265.943,-24.2791388889,9123.02246,,43.44,0.152,20.74,19.71,19.71,1.0,1.79,,,
KMT-2020-BLG-0841,SSO19K0604,,008858,probable,,,17:42:43.89,-24:12:27.61,265.682875,-24.2076694444,9141.13755,,42.54,0.148,18.24,18.21,18.21,1.0,1.71,,,
KMT-2020-BLG-0842,SAO19M0803,,049068,probable,,,17:46:30.04,-24:13:55.06,266.6251666667,-24.2319611111,9120.06937,,123.03,0.023,22.47,20.0,20.85,2.0,2.29,,,
KMT-2020-BLG-0843,SSO21M0107,,001143,probable,,,17:59:05.74,-34:27:49.21,269.7739166667,-34.4636694444,9140.4537,,21.94,0.994,16.04,15.48,15.48,1.0,0.55,,,
KMT-2020-BLG-0844,SSO32K0302,,049338,probable,,,18:09:30.70,-27:39:34.70,272.3779166667,-27.6596388889,9128.64395,,75.58,0.057,19.5,19.53,19.53,1.0,0.92,,,
KMT-2020-BLG-0845,SAO41N0403,,058695,probable,,,17:57:07.10,-31:58:58.51,269.2795833333,-31.9829194444,9129.58227,,155.68,0.024,22.4,20.0,20.2,1.0,1.52,,,
KMT-2020-BLG-0846,SSO42K0502,,006490,probable,,,17:51:30.76,-28:57:31.68,267.8781666667,-28.9588,9128.40996,,11.19,0.748,18.47,18.5,18.5,3.0,4.18,,,
KMT-2020-BLG-0847,SSO42N0307,,022152,probable,,,17:57:42.71,-29:24:33.70,269.4279583333,-29.4093611111,9124.11103,,17.95,0.221,18.85,18.76,18.76,1.0,1.82,,,
KMT-2020-BLG-0848,SAO43K0607,,009805,probable,,,17:58:26.76,-27:15:13.46,269.6115,-27.2537388889,9138.82092,,39.06,0.102,18.81,18.78,18.78,2.0,2.92,,MB20283,
KMT-2020-BLG-0849,SAO43K0803,,008690,probable,,,17:57:33.05,-27:44:49.02,269.3877083333,-27.74695,9128.65821,,195.25,0.018,21.75,19.81,19.81,2.0,3.5,,,
KMT-2020-BLG-0850,SSO43M0605,,011281,probable,,,18:03:15.43,-27:28:23.20,270.8142916667,-27.4731111111,9140.96038,,38.2,0.698,18.3,18.25,18.25,1.0,1.46,,,
KMT-2020-BLG-0851,SAO43T0301,,039042,probable,,,18:00:25.02,-29:03:46.12,270.10425,-29.0628111111,9138.64888,,47.96,0.133,18.99,18.68,18.68,1.0,1.01,,,
KMT-2020-BLG-0852,SSO43T0801,,019461,probable,,,17:57:14.16,-29:00:50.40,269.309,-29.014,9124.0205,,19.84,0.243,18.3,18.38,18.38,1.0,1.54,,MB20279,
KMT-2020-BLG-0853,SSO01K0108,,031862,probable,,,17:53:59.51,-30:10:08.62,268.4979583333,-30.1690611111,9086.70063,,1.73,0.002,18.61,18.85,18.85,2.0,1.4,,,
KMT-2020-BLG-0854,SSO01N0802,,007151,probable,,,17:55:03.13,-32:03:23.11,268.7630416667,-32.0564194444,9130.56643,,124.83,0.019,22.75,17.78,17.78,1.0,1.56,,,
KMT-2020-BLG-0855,SSO04M0606,,055943,probable,,,18:05:28.29,-29:18:50.80,271.367875,-29.3141111111,9154.03175,,44.36,0.38,19.39,19.52,19.52,1.0,0.92,,,
KMT-2020-BLG-0856,SAO04N0602,,004605,probable,,,18:05:30.41,-30:57:57.49,271.3767083333,-30.9659694444,9137.314,,13.98,0.29,18.47,17.56,17.56,1.0,1.22,,MB20284,
KMT-2020-BLG-0857,SSO15N0107,,042486,probable,,,17:41:15.39,-27:03:00.22,265.314125,-27.0500611111,9132.63771,,74.13,0.006,21.92,20.0,21.8,2.0,3.77,,,
KMT-2020-BLG-0858,SSO17T0301,,003103,probable,,,17:42:57.49,-34:12:30.71,265.7395416667,-34.2085305556,9129.54195,,11.32,0.937,16.83,16.82,16.82,1.0,1.97,,,
KMT-2020-BLG-0859,SSO17T0806,,000567,probable,,,17:39:52.68,-33:34:50.45,264.9695,-33.5806805556,9133.0985,,10.27,0.189,16.29,16.27,16.27,4.0,3.27,,,
KMT-2020-BLG-0860,SAO19K0102,,053564,probable,,,17:45:33.73,-24:27:27.11,266.3905416667,-24.4575305556,9131.73271,,25.41,0.175,19.88,20.0,20.67,1.0,2.49,,,
KMT-2020-BLG-0861,SAO19K0205,,017843,probable,,,17:44:54.63,-24:05:21.80,266.227625,-24.0893888889,9135.04635,,64.68,0.052,21.32,18.89,18.89,1.0,1.73,,,
KMT-2020-BLG-0862,SSO19T0606,,025772,probable,,,17:42:45.76,-25:04:56.39,265.6906666667,-25.0823305556,9130.98987,,181.31,0.01,23.91,19.94,19.94,1.0,2.63,,,
KMT-2020-BLG-0863,SSO22K0606,,004314,probable,,,17:50:52.31,-32:26:29.00,267.7179583333,-32.4413888889,9139.6626,,24.77,0.765,17.84,17.85,17.85,1.0,3.01,,,
KMT-2020-BLG-0864,SSO22K0704,,038389,probable,,,17:50:14.47,-32:48:20.92,267.5602916667,-32.8058111111,9134.9213,,199.53,0.058,20.92,20.0,20.05,1.0,2.15,,,
KMT-2020-BLG-0865,SSO22M0203,,007992,probable,,,17:58:27.91,-32:55:22.30,269.6162916667,-32.9228611111,9140.98363,,35.5,0.103,20.98,18.28,18.28,1.0,1.41,,,
KMT-2020-BLG-0866,SAO22M0708,,016206,probable,,,17:55:13.81,-32:18:06.08,268.8075416667,-32.3016888889,9132.98183,,32.69,0.071,20.76,19.01,19.01,1.0,1.75,,,
KMT-2020-BLG-0867,SSO31T0107,,005608,probable,,,18:13:18.75,-26:08:17.92,273.328125,-26.1383111111,9119.81496,,48.53,0.185,19.66,17.66,17.66,1.0,1.02,,,
KMT-2020-BLG-0868,SAO32T0605,,001274,probable,,,18:07:58.93,-28:23:14.32,271.9955416667,-28.3873111111,9135.79206,,4.91,0.219,15.31,15.36,15.36,1.0,1.04,,MB20286,
KMT-2020-BLG-0869,SAO42T0508,,000687,probable,,,17:51:34.05,-29:19:18.59,267.891875,-29.3218305556,9132.12979,,10.09,0.076,17.97,15.52,15.52,1.0,3.36,,MB20281,
KMT-2020-BLG-0870,SSO43K0106,,039307,probable,,,18:01:20.57,-27:20:26.41,270.3357083333,-27.3406694444,9129.39069,,2.4,0.102,20.92,19.42,19.42,1.0,1.63,,,
KMT-2020-BLG-0871,SSO02T0105,,067615,probable,,,17:53:51.18,-29:28:48.50,268.46325,-29.4801388889,9122.09781,,199.99,0.021,20.87,19.57,19.57,1.0,1.69,,MB20277,
KMT-2020-BLG-0872,SSO03N0708,,084997,probable,,,18:02:58.59,-28:04:27.41,270.744125,-28.0742805556,9101.77914,,43.86,0.786,19.96,19.86,19.86,1.0,0.82,,,
KMT-2020-BLG-0873,SAO33K0402,,041677,probable,,,18:11:10.75,-29:49:49.80,272.7947916667,-29.8305,9132.73545,,140.05,0.034,21.97,19.63,19.63,1.0,0.66,,,
KMT-2020-BLG-0874,SSO33K0708,,015839,probable,,,18:09:10.71,-29:05:06.22,272.294625,-29.0850611111,9141.56263,,78.82,0.872,18.46,18.49,18.49,1.0,0.99,,,
KMT-2020-BLG-0875,SAO42N0405,,034104,probable,,,17:56:55.31,-29:42:18.68,269.2304583333,-29.7051888889,9142.37391,,114.04,0.378,18.85,18.94,18.94,1.0,1.69,,,
KMT-2020-BLG-0876,SSO43N0701,,066134,probable,,,18:02:47.80,-29:04:12.61,270.6991666667,-29.0701694444,9130.65601,,173.32,0.002,22.8,19.57,19.57,1.0,0.96,,,
KMT-2020-BLG-0877,SSO01K0105,,031505,probable,,,17:54:01.45,-30:33:19.01,268.5060416667,-30.5552805556,9134.98358,,6.68,0.312,19.09,18.9,18.9,1.0,1.47,,,
KMT-2020-BLG-0878,SAO11M0608,,004367,probable,,,17:29:00.49,-28:56:50.71,262.2520416667,-28.9474194444,9104.38374,,74.77,0.858,17.59,17.64,17.64,2.0,1.9,,,
KMT-2020-BLG-0879,SAO19K0507,,016662,probable,,,17:43:19.42,-23:46:05.70,265.8309166667,-23.76825,9135.89375,,12.98,0.32,19.06,18.83,18.83,1.0,1.6,,,
KMT-2020-BLG-0880,SAO21M0606,,047895,probable,,,17:55:52.22,-34:37:29.21,268.9675833333,-34.6247805556,9131.4391,,34.82,0.101,21.87,19.81,19.81,1.0,0.69,,,
KMT-2020-BLG-0881,SAO41N0805,,008385,probable,,,17:54:19.24,-31:41:59.50,268.5801666667,-31.6998611111,9148.44011,,31.06,0.382,19.06,17.94,17.94,1.0,1.6,,,
KMT-2020-BLG-0882,SAO01T0302,,055596,probable,,,17:52:37.18,-31:59:18.60,268.1549166667,-31.9885,9139.76954,,199.89,0.352,20.08,20.0,20.11,1.0,2.03,,,
KMT-2020-BLG-0883,SAO02N0805,,013386,probable,,,17:54:55.67,-29:31:03.40,268.7319583333,-29.5176111111,9150.38051,,9.69,0.999,17.72,17.58,17.58,1.0,1.43,,,
KMT-2020-BLG-0884,SAO02T0301,,003952,probable,,,17:52:53.38,-30:02:09.82,268.2224166667,-30.0360611111,9140.56739,,8.18,0.41,19.07,16.19,16.19,1.0,1.7,,,
KMT-2020-BLG-0885,SAO04T0804,,013242,probable,,,17:59:31.41,-30:37:06.49,269.880875,-30.6184694444,9132.56539,,11.43,0.742,18.58,18.56,18.56,1.0,1.37,,,
KMT-2020-BLG-0886,SAO14K0804,,025854,probable,,,17:32:13.98,-28:26:42.25,263.05825,-28.4450694444,9136.59589,,9.93,0.299,20.19,20.0,20.3,2.0,2.61,,,
KMT-2020-BLG-0887,SSO14M0405,,093840,probable,,,17:39:32.13,-28:18:34.56,264.883875,-28.3096,9141.82183,,17.69,0.017,19.82,20.0,25.0,3.0,3.04,,,
KMT-2020-BLG-0888,SSO15M0505,,001535,probable,,,17:39:11.33,-26:09:38.45,264.7972083333,-26.1606805556,9147.97029,,16.08,0.199,17.85,17.3,17.3,2.0,2.58,,,
KMT-2020-BLG-0889,SAO18T0602,,023352,probable,,,17:43:01.50,-27:38:07.62,265.75625,-27.63545,9149.38894,,82.71,0.041,21.97,20.0,20.52,2.0,3.96,,,
KMT-2020-BLG-0890,SAO19K0308,,032202,probable,,,17:44:23.63,-23:39:04.79,266.0984583333,-23.6513305556,9141.92074,,18.6,0.369,19.34,19.38,19.38,1.0,1.37,,,
KMT-2020-BLG-0891,SAO19T0205,,026808,probable,,,17:44:59.82,-25:08:10.93,266.24925,-25.1363694444,9136.29554,,108.85,0.038,23.4,20.0,20.25,2.0,2.63,,,
KMT-2020-BLG-0892,SAO22K0207,,028708,probable,,,17:53:28.58,-32:24:11.70,268.3690833333,-32.40325,9141.66528,,196.05,0.026,21.9,19.29,19.29,1.0,1.62,,MB20291,
KMT-2020-BLG-0893,SAO37K0808,,003394,probable,,,17:39:54.72,-34:22:13.66,264.978,-34.3704611111,9040.90901,,2.78,0.095,17.8,17.85,17.85,2.0,2.72,,,
KMT-2020-BLG-0894,SAO43K0403,,075579,probable,,,17:59:50.84,-27:44:49.42,269.9618333333,-27.7470611111,9136.92335,,163.37,0.002,23.87,20.0,20.43,1.0,2.07,,,
KMT-2021-BLG-0001,BLG01K0408,,040426,,clear,probable,17:52:30.92,-30:08:03.41,268.1288333333,-30.1342805556,9278.72359,,16.62,0.2,19.19,19.27,19.27,2.0,1.77,,,
KMT-2021-BLG-0002,SAO01K0502,,034298,,clear,probable,17:51:52.97,-30:51:15.80,267.9707083333,-30.8543888889,9278.86465,,40.46,0.01,22.25,19.63,19.63,1.0,2.29,,,
KMT-2021-BLG-0003,BLG01K0606,,060103,,clear,probable,17:50:49.26,-30:25:16.21,267.70525,-30.4211694444,9280.57798,,20.71,0.073,19.96,20.0,20.53,1.0,2.65,,,
KMT-2021-BLG-0004,BLG01K0708,,062298,,clear,probable,17:50:25.90,-30:11:19.00,267.6079166667,-30.1886111111,9283.01666,,9.28,0.026,20.48,20.0,20.77,1.0,2.93,,,
KMT-2021-BLG-0005,SAO01M0506,,004814,,clear,probable,17:56:23.38,-30:24:29.99,269.0974166667,-30.4083305556,9286.60071,,49.08,0.147,17.77,17.1,17.1,1.0,2.31,,MB21011,
KMT-2021-BLG-0006,BLG01N0101,,012747,,clear,possible,17:59:00.92,-32:10:18.30,269.7538333333,-32.17175,9282.82792,,26.39,0.038,19.29,18.89,18.89,1.0,1.27,,MB21016,
KMT-2021-BLG-0007,BLG01N0201,,010471,,clear,probable,17:58:20.08,-32:07:16.90,269.5836666667,-32.1213611111,9290.58153,,17.22,0.49,18.55,18.55,18.55,1.0,1.48,,,
KMT-2021-BLG-0008,BLG01N0806,,046547,,X,not-ulens,17:54:53.80,-31:29:42.90,268.7241666667,-31.49525,9281.83223,,15.27,0.426,19.42,19.51,19.51,1.0,1.43,,,
KMT-2021-BLG-0009,SAO02K0104,,004965,,clear,clear,17:54:07.17,-28:30:00.00,268.529875,-28.5,9309.90534,,51.82,0.479,17.16,17.12,17.12,2.0,2.34,,MB21046,
KMT-2021-BLG-0010,SSO02K0403,,020571,,clear,probable,17:52:10.29,-28:39:38.56,268.042875,-28.6607111111,9282.50624,,29.63,0.116,19.87,19.93,19.93,2.0,3.39,,,
KMT-2021-BLG-0011,BLG02K0503,,051361,,clear,probable,17:51:41.18,-28:35:46.43,267.9215833333,-28.5962305556,9282.43881,,16.84,0.047,20.64,20.0,21.89,2.0,4.02,,,
KMT-2021-BLG-0012,BLG02N0603,,022274,,clear,probable,17:55:59.81,-29:48:15.91,268.9992083333,-29.8044194444,9281.13289,,15.22,0.023,20.69,18.44,18.44,1.0,1.8,,,
KMT-2021-BLG-0013,SAO11K0802,,074025,,clear,clear,17:22:50.04,-29:40:57.76,260.7085,-29.6827111111,9284.3478,,39.87,0.064,21.46,20.0,21.7,2.0,1.87,,,
KMT-2021-BLG-0014,BLG11N0102,,015620,,clear,probable,17:31:47.93,-30:48:30.85,262.9497083333,-30.8085694444,9277.68759,,29.43,0.278,19.94,20.0,20.4,2.0,3.23,,,
KMT-2021-BLG-0015,BLG11N0703,,005335,,clear,probable,17:28:23.97,-30:39:19.26,262.099875,-30.65535,9278.8702,,57.87,0.258,20.41,19.11,19.11,2.0,3.45,,,
KMT-2021-BLG-0016,BLG12N0703,,046864,,X,probable,17:28:49.25,-28:35:32.21,262.2052083333,-28.5922805556,9276.64006,,4.87,0.429,19.96,20.0,20.52,2.0,1.83,,,
KMT-2021-BLG-0017,BLG14K0407,,004887,,clear,clear,17:34:38.01,-27:58:26.90,263.658375,-27.9741388889,9283.30298,,38.29,0.116,18.08,18.09,18.09,2.0,2.89,,,
KMT-2021-BLG-0018,SAO14M0508,,001597,,clear,probable,17:38:43.03,-27:56:54.13,264.6792916667,-27.9483694444,9282.95726,,9.69,0.692,16.8,16.79,16.79,2.0,2.87,,,
KMT-2021-BLG-0019,BLG14T0402,,019215,,clear,probable,17:34:25.22,-29:44:55.90,263.6050833333,-29.7488611111,9281.04339,,16.74,0.118,20.01,20.0,20.05,2.0,2.98,,,
